annotation,folder,filename,source,database,size,width,height,depth,segment,object,name,pose,truncated,difficult,bndbox,xmin,ymin,xmax,ymax
,02086240,n02086240_5976,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,94,6,331,330
,02086240,n02086240_599,,ImageNet database,,291,267,3,,,Shih-Tzu,Unspecified,0,0,,0,1,271,266
,02086240,n02086240_5994,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,1,68,338,374
,02086240,n02086240_6032,,ImageNet database,,400,500,3,,,Shih-Tzu,Unspecified,0,0,,133,130,358,440
,02086240,n02086240_6082,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,46,70,399,343
,02086240,n02086240_61,,ImageNet database,,375,500,3,,,Shih-Tzu,Unspecified,0,0,,1,20,373,498
,02086240,n02086240_6106,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,137,94,337,346
,02086240,n02086240_6116,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,104,73,426,358
,02086240,n02086240_6131,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,78,6,491,308
,02086240,n02086240_6222,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,0,90,410,271
,02086240,n02086240_6269,,ImageNet database,,382,500,3,,,Shih-Tzu,Unspecified,0,0,,28,38,365,472
,02086240,n02086240_6322,,ImageNet database,,500,376,3,,,Shih-Tzu,Unspecified,0,0,,48,63,461,364
,02086240,n02086240_6323,,ImageNet database,,500,475,3,,,Shih-Tzu,Unspecified,0,0,,32,65,428,471
,02086240,n02086240_646,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,336,95,499,315
,02086240,n02086240_646,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,86,7,359,370
,02086240,n02086240_6463,,ImageNet database,,332,500,3,,,Shih-Tzu,Unspecified,0,0,,0,172,261,483
,02086240,n02086240_6477,,ImageNet database,,331,500,3,,,Shih-Tzu,Unspecified,0,0,,18,20,318,391
,02086240,n02086240_6585,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,73,13,419,344
,02086240,n02086240_6587,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,22,59,327,279
,02086240,n02086240_6587,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,327,111,496,281
,02086240,n02086240_6606,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,61,119,499,374
,02086240,n02086240_6647,,ImageNet database,,500,332,3,,,Shih-Tzu,Unspecified,0,0,,155,74,499,331
,02086240,n02086240_6795,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,27,1,424,321
,02086240,n02086240_6819,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,78,46,431,231
,02086240,n02086240_6833,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,18,29,334,308
,02086240,n02086240_6849,,ImageNet database,,360,315,3,,,Shih-Tzu,Unspecified,0,0,,13,0,358,314
,02086240,n02086240_6871,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,151,59,499,374
,02086240,n02086240_6882,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,57,1,343,354
,02086240,n02086240_6898,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,109,49,438,371
,02086240,n02086240_6911,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,271,46,494,355
,02086240,n02086240_6911,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,24,43,174,228
,02086240,n02086240_6924,,ImageNet database,,500,399,3,,,Shih-Tzu,Unspecified,0,0,,70,105,435,368
,02086240,n02086240_6992,,ImageNet database,,500,444,3,,,Shih-Tzu,Unspecified,0,0,,20,12,496,442
,02086240,n02086240_707,,ImageNet database,,455,500,3,,,Shih-Tzu,Unspecified,0,0,,215,123,438,498
,02086240,n02086240_707,,ImageNet database,,455,500,3,,,Shih-Tzu,Unspecified,0,0,,16,118,228,498
,02086240,n02086240_7079,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,111,79,379,327
,02086240,n02086240_7093,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,72,49,388,332
,02086240,n02086240_7100,,ImageNet database,,375,500,3,,,Shih-Tzu,Unspecified,0,0,,2,0,327,402
,02086240,n02086240_7110,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,6,0,499,374
,02086240,n02086240_7123,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,127,46,368,329
,02086240,n02086240_7142,,ImageNet database,,333,500,3,,,Shih-Tzu,Unspecified,0,0,,0,78,247,422
,02086240,n02086240_7170,,ImageNet database,,500,334,3,,,Shih-Tzu,Unspecified,0,0,,1,0,339,333
,02086240,n02086240_7195,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,90,238,237,369
,02086240,n02086240_7195,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,218,219,331,357
,02086240,n02086240_7205,,ImageNet database,,334,250,3,,,Shih-Tzu,Unspecified,0,0,,94,127,199,218
,02086240,n02086240_7205,,ImageNet database,,334,250,3,,,Shih-Tzu,Unspecified,0,0,,114,22,259,167
,02086240,n02086240_7205,,ImageNet database,,334,250,3,,,Shih-Tzu,Unspecified,0,0,,26,86,119,179
,02086240,n02086240_7205,,ImageNet database,,334,250,3,,,Shih-Tzu,Unspecified,0,0,,174,100,315,234
,02086240,n02086240_7207,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,22,12,480,374
,02086240,n02086240_7209,,ImageNet database,,400,447,3,,,Shih-Tzu,Unspecified,0,0,,19,56,379,401
,02086240,n02086240_7221,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,170,44,499,254
,02086240,n02086240_7248,,ImageNet database,,500,330,3,,,Shih-Tzu,Unspecified,0,0,,24,34,481,329
,02086240,n02086240_7266,,ImageNet database,,374,500,3,,,Shih-Tzu,Unspecified,0,0,,1,62,281,445
,02086240,n02086240_7299,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,123,109,400,327
,02086240,n02086240_7349,,ImageNet database,,375,344,3,,,Shih-Tzu,Unspecified,0,0,,11,14,362,337
,02086240,n02086240_739,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,77,27,400,295
,02086240,n02086240_7404,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,83,0,345,332
,02086240,n02086240_745,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,113,38,456,341
,02086240,n02086240_7454,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,35,30,496,374
,02086240,n02086240_756,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,27,53,343,374
,02086240,n02086240_762,,ImageNet database,,334,500,3,,,Shih-Tzu,Unspecified,0,0,,47,97,272,498
,02086240,n02086240_7728,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,2,2,490,374
,02086240,n02086240_788,,ImageNet database,,332,500,3,,,Shih-Tzu,Unspecified,0,0,,33,184,226,370
,02086240,n02086240_789,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,238,58,414,246
,02086240,n02086240_789,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,100,65,268,333
,02086240,n02086240_7954,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,1,0,453,228
,02086240,n02086240_7978,,ImageNet database,,500,332,3,,,Shih-Tzu,Unspecified,0,0,,264,94,433,331
,02086240,n02086240_8017,,ImageNet database,,500,356,3,,,Shih-Tzu,Unspecified,0,0,,123,121,293,303
,02086240,n02086240_8049,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,237,167,368,356
,02086240,n02086240_8108,,ImageNet database,,480,360,3,,,Shih-Tzu,Unspecified,0,0,,83,61,370,336
,02086240,n02086240_818,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,143,80,499,374
,02086240,n02086240_8205,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,103,3,320,335
,02086240,n02086240_8489,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,67,147,285,328
,02086240,n02086240_8489,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,301,58,490,278
,02086240,n02086240_8812,,ImageNet database,,500,332,3,,,Shih-Tzu,Unspecified,0,0,,32,30,413,331
,02086240,n02086240_8825,,ImageNet database,,467,500,3,,,Shih-Tzu,Unspecified,0,0,,45,18,438,480
,02086240,n02086240_9,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,164,62,431,374
,02086240,n02086240_9098,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,145,56,346,362
,02086240,n02086240_9293,,ImageNet database,,500,375,3,,,Shih-Tzu,Unspecified,0,0,,86,63,498,296
,02086240,n02086240_936,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,20,8,396,332
,02086240,n02086240_9429,,ImageNet database,,375,500,3,,,Shih-Tzu,Unspecified,0,0,,17,0,357,476
,02086240,n02086240_9467,,ImageNet database,,500,476,3,,,Shih-Tzu,Unspecified,0,0,,45,0,446,458
,02086240,n02086240_9551,,ImageNet database,,334,500,3,,,Shih-Tzu,Unspecified,0,0,,0,48,332,438
,02086240,n02086240_963,,ImageNet database,,325,500,3,,,Shih-Tzu,Unspecified,0,0,,20,13,323,498
,02086240,n02086240_968,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,67,0,429,332
,02086240,n02086240_9750,,ImageNet database,,500,333,3,,,Shih-Tzu,Unspecified,0,0,,125,85,317,331
,02086646,n02086646_1002,,ImageNet database,,333,500,3,,,Blenheim_spaniel,Unspecified,0,0,,7,0,319,480
,02086646,n02086646_1014,,ImageNet database,,480,480,3,,,Blenheim_spaniel,Unspecified,0,0,,103,88,355,411
,02086646,n02086646_1023,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,62,103,313,258
,02086646,n02086646_1077,,ImageNet database,,97,134,3,,,Blenheim_spaniel,Unspecified,0,0,,21,18,91,126
,02086646,n02086646_1091,,ImageNet database,,309,459,3,,,Blenheim_spaniel,Unspecified,0,0,,12,40,297,450
,02086646,n02086646_1094,,ImageNet database,,176,200,3,,,Blenheim_spaniel,Unspecified,0,0,,36,22,141,178
,02086646,n02086646_1126,,ImageNet database,,500,500,3,,,Blenheim_spaniel,Unspecified,0,0,,101,15,386,477
,02086646,n02086646_1150,,ImageNet database,,300,392,3,,,Blenheim_spaniel,Unspecified,0,0,,1,0,293,391
,02086646,n02086646_117,,ImageNet database,,640,480,3,,,Blenheim_spaniel,Unspecified,0,0,,70,9,638,478
,02086646,n02086646_118,,ImageNet database,,318,300,3,,,Blenheim_spaniel,Unspecified,0,0,,13,42,308,295
,02086646,n02086646_1182,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,225,96,499,374
,02086646,n02086646_1234,,ImageNet database,,500,338,3,,,Blenheim_spaniel,Unspecified,0,0,,23,10,366,332
,02086646,n02086646_1246,,ImageNet database,,400,246,3,,,Blenheim_spaniel,Unspecified,0,0,,4,2,397,243
,02086646,n02086646_127,,ImageNet database,,334,500,3,,,Blenheim_spaniel,Unspecified,0,0,,17,171,185,410
,02086646,n02086646_127,,ImageNet database,,334,500,3,,,Blenheim_spaniel,Unspecified,0,0,,166,151,306,436
,02086646,n02086646_1342,,ImageNet database,,500,500,3,,,Blenheim_spaniel,Unspecified,0,0,,235,58,498,498
,02086646,n02086646_1342,,ImageNet database,,500,500,3,,,Blenheim_spaniel,Unspecified,0,0,,5,107,280,498
,02086646,n02086646_136,,ImageNet database,,500,432,3,,,Blenheim_spaniel,Unspecified,0,0,,29,46,470,423
,02086646,n02086646_1368,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,90,71,385,331
,02086646,n02086646_1445,,ImageNet database,,500,368,3,,,Blenheim_spaniel,Unspecified,0,0,,160,99,288,278
,02086646,n02086646_1447,,ImageNet database,,198,255,3,,,Blenheim_spaniel,Unspecified,0,0,,3,105,91,222
,02086646,n02086646_1461,,ImageNet database,,500,301,3,,,Blenheim_spaniel,Unspecified,0,0,,114,21,214,186
,02086646,n02086646_1476,,ImageNet database,,148,185,3,,,Blenheim_spaniel,Unspecified,0,0,,8,13,140,176
,02086646,n02086646_1511,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,2,24,499,276
,02086646,n02086646_1514,,ImageNet database,,1092,1662,3,,,Blenheim_spaniel,Unspecified,0,0,,0,671,937,1657
,02086646,n02086646_1535,,ImageNet database,,500,400,3,,,Blenheim_spaniel,Unspecified,0,0,,28,29,407,365
,02086646,n02086646_1586,,ImageNet database,,500,397,3,,,Blenheim_spaniel,Unspecified,0,0,,105,16,428,396
,02086646,n02086646_1590,,ImageNet database,,500,338,3,,,Blenheim_spaniel,Unspecified,0,0,,0,90,347,283
,02086646,n02086646_1605,,ImageNet database,,500,357,3,,,Blenheim_spaniel,Unspecified,0,0,,15,21,384,343
,02086646,n02086646_1621,,ImageNet database,,257,167,3,,,Blenheim_spaniel,Unspecified,0,0,,18,34,237,152
,02086646,n02086646_1647,,ImageNet database,,450,306,3,,,Blenheim_spaniel,Unspecified,0,0,,201,114,318,229
,02086646,n02086646_166,,ImageNet database,,500,334,3,,,Blenheim_spaniel,Unspecified,0,0,,11,29,337,280
,02086646,n02086646_1673,,ImageNet database,,175,204,3,,,Blenheim_spaniel,Unspecified,0,0,,34,49,170,203
,02086646,n02086646_1674,,ImageNet database,,330,222,3,,,Blenheim_spaniel,Unspecified,0,0,,59,5,290,210
,02086646,n02086646_1677,,ImageNet database,,366,350,3,,,Blenheim_spaniel,Unspecified,0,0,,69,19,361,349
,02086646,n02086646_1688,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,216,141,396,332
,02086646,n02086646_172,,ImageNet database,,250,333,3,,,Blenheim_spaniel,Unspecified,0,0,,10,25,199,284
,02086646,n02086646_1721,,ImageNet database,,500,337,3,,,Blenheim_spaniel,Unspecified,0,0,,89,27,226,262
,02086646,n02086646_173,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,3,77,347,374
,02086646,n02086646_1733,,ImageNet database,,400,299,3,,,Blenheim_spaniel,Unspecified,0,0,,11,11,396,291
,02086646,n02086646_1747,,ImageNet database,,366,421,3,,,Blenheim_spaniel,Unspecified,0,0,,3,18,360,419
,02086646,n02086646_1757,,ImageNet database,,313,341,3,,,Blenheim_spaniel,Unspecified,0,0,,0,83,311,309
,02086646,n02086646_1825,,ImageNet database,,500,479,3,,,Blenheim_spaniel,Unspecified,0,0,,142,130,261,367
,02086646,n02086646_1830,,ImageNet database,,265,184,3,,,Blenheim_spaniel,Unspecified,0,0,,4,12,253,177
,02086646,n02086646_1845,,ImageNet database,,181,285,3,,,Blenheim_spaniel,Unspecified,0,0,,18,6,170,172
,02086646,n02086646_1847,,ImageNet database,,300,225,3,,,Blenheim_spaniel,Unspecified,0,0,,87,38,290,219
,02086646,n02086646_1908,,ImageNet database,,418,255,3,,,Blenheim_spaniel,Unspecified,0,0,,21,36,229,254
,02086646,n02086646_1920,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,0,0,333,374
,02086646,n02086646_1930,,ImageNet database,,424,270,3,,,Blenheim_spaniel,Unspecified,0,0,,0,63,419,191
,02086646,n02086646_1936,,ImageNet database,,175,280,3,,,Blenheim_spaniel,Unspecified,0,0,,2,2,172,279
,02086646,n02086646_1952,,ImageNet database,,500,357,3,,,Blenheim_spaniel,Unspecified,0,0,,226,116,388,334
,02086646,n02086646_1959,,ImageNet database,,303,250,3,,,Blenheim_spaniel,Unspecified,0,0,,15,15,290,249
,02086646,n02086646_1993,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,148,74,384,227
,02086646,n02086646_20,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,0,18,408,255
,02086646,n02086646_2005,,ImageNet database,,250,198,3,,,Blenheim_spaniel,Unspecified,0,0,,15,14,222,191
,02086646,n02086646_2011,,ImageNet database,,200,200,3,,,Blenheim_spaniel,Unspecified,0,0,,14,2,185,169
,02086646,n02086646_2069,,ImageNet database,,700,650,3,,,Blenheim_spaniel,Unspecified,0,0,,1,74,647,648
,02086646,n02086646_2105,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,125,25,482,310
,02086646,n02086646_2114,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,138,104,414,374
,02086646,n02086646_2155,,ImageNet database,,374,500,3,,,Blenheim_spaniel,Unspecified,0,0,,31,0,336,457
,02086646,n02086646_2160,,ImageNet database,,145,232,3,,,Blenheim_spaniel,Unspecified,0,0,,8,1,144,231
,02086646,n02086646_2171,,ImageNet database,,230,217,3,,,Blenheim_spaniel,Unspecified,0,0,,2,5,212,216
,02086646,n02086646_2173,,ImageNet database,,500,334,3,,,Blenheim_spaniel,Unspecified,0,0,,99,29,449,333
,02086646,n02086646_2236,,ImageNet database,,409,307,3,,,Blenheim_spaniel,Unspecified,0,0,,47,62,329,288
,02086646,n02086646_2252,,ImageNet database,,263,288,3,,,Blenheim_spaniel,Unspecified,0,0,,54,41,224,252
,02086646,n02086646_23,,ImageNet database,,150,150,3,,,Blenheim_spaniel,Unspecified,0,0,,5,6,147,149
,02086646,n02086646_2347,,ImageNet database,,404,279,3,,,Blenheim_spaniel,Unspecified,0,0,,14,37,387,258
,02086646,n02086646_2355,,ImageNet database,,300,225,3,,,Blenheim_spaniel,Unspecified,0,0,,69,61,244,154
,02086646,n02086646_2355,,ImageNet database,,300,225,3,,,Blenheim_spaniel,Unspecified,0,0,,210,53,299,111
,02086646,n02086646_2355,,ImageNet database,,300,225,3,,,Blenheim_spaniel,Unspecified,0,0,,0,78,32,176
,02086646,n02086646_2366,,ImageNet database,,374,500,3,,,Blenheim_spaniel,Unspecified,0,0,,101,138,351,441
,02086646,n02086646_2404,,ImageNet database,,304,402,3,,,Blenheim_spaniel,Unspecified,0,0,,19,7,294,392
,02086646,n02086646_2409,,ImageNet database,,456,296,3,,,Blenheim_spaniel,Unspecified,0,0,,156,8,455,262
,02086646,n02086646_2426,,ImageNet database,,500,332,3,,,Blenheim_spaniel,Unspecified,0,0,,0,22,433,331
,02086646,n02086646_2430,,ImageNet database,,444,516,3,,,Blenheim_spaniel,Unspecified,0,0,,19,18,428,509
,02086646,n02086646_2478,,ImageNet database,,400,300,3,,,Blenheim_spaniel,Unspecified,0,0,,33,22,399,298
,02086646,n02086646_2498,,ImageNet database,,357,500,3,,,Blenheim_spaniel,Unspecified,0,0,,121,147,276,323
,02086646,n02086646_2613,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,142,49,351,332
,02086646,n02086646_2621,,ImageNet database,,300,222,3,,,Blenheim_spaniel,Unspecified,0,0,,16,18,288,200
,02086646,n02086646_2641,,ImageNet database,,522,391,3,,,Blenheim_spaniel,Unspecified,0,0,,74,37,521,390
,02086646,n02086646_2700,,ImageNet database,,300,258,3,,,Blenheim_spaniel,Unspecified,0,0,,41,13,271,256
,02086646,n02086646_2725,,ImageNet database,,250,310,3,,,Blenheim_spaniel,Unspecified,0,0,,15,12,228,295
,02086646,n02086646_2731,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,158,84,368,374
,02086646,n02086646_2772,,ImageNet database,,320,247,3,,,Blenheim_spaniel,Unspecified,0,0,,3,7,178,183
,02086646,n02086646_2772,,ImageNet database,,320,247,3,,,Blenheim_spaniel,Unspecified,0,0,,171,36,319,243
,02086646,n02086646_2778,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,113,53,499,374
,02086646,n02086646_280,,ImageNet database,,400,341,3,,,Blenheim_spaniel,Unspecified,0,0,,38,14,384,340
,02086646,n02086646_2805,,ImageNet database,,353,360,3,,,Blenheim_spaniel,Unspecified,0,0,,84,38,290,337
,02086646,n02086646_2813,,ImageNet database,,295,285,3,,,Blenheim_spaniel,Unspecified,0,0,,4,86,110,218
,02086646,n02086646_2815,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,170,99,499,374
,02086646,n02086646_282,,ImageNet database,,533,294,3,,,Blenheim_spaniel,Unspecified,0,0,,2,18,529,276
,02086646,n02086646_2834,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,201,154,307,341
,02086646,n02086646_2871,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,209,153,348,373
,02086646,n02086646_2871,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,43,147,229,374
,02086646,n02086646_2873,,ImageNet database,,323,450,3,,,Blenheim_spaniel,Unspecified,0,0,,73,127,240,429
,02086646,n02086646_2891,,ImageNet database,,468,351,3,,,Blenheim_spaniel,Unspecified,0,0,,111,37,341,282
,02086646,n02086646_2903,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,60,73,377,260
,02086646,n02086646_2931,,ImageNet database,,426,320,3,,,Blenheim_spaniel,Unspecified,0,0,,30,40,415,319
,02086646,n02086646_2932,,ImageNet database,,500,348,3,,,Blenheim_spaniel,Unspecified,0,0,,58,48,167,215
,02086646,n02086646_2932,,ImageNet database,,500,348,3,,,Blenheim_spaniel,Unspecified,0,0,,134,110,353,259
,02086646,n02086646_2932,,ImageNet database,,500,348,3,,,Blenheim_spaniel,Unspecified,0,0,,236,181,443,317
,02086646,n02086646_2955,,ImageNet database,,250,250,3,,,Blenheim_spaniel,Unspecified,0,0,,32,8,236,249
,02086646,n02086646_2959,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,120,92,273,334
,02086646,n02086646_296,,ImageNet database,,333,500,3,,,Blenheim_spaniel,Unspecified,0,0,,10,0,291,408
,02086646,n02086646_2970,,ImageNet database,,500,400,3,,,Blenheim_spaniel,Unspecified,0,0,,25,66,401,387
,02086646,n02086646_3,,ImageNet database,,480,360,3,,,Blenheim_spaniel,Unspecified,0,0,,100,67,273,313
,02086646,n02086646_3,,ImageNet database,,480,360,3,,,Blenheim_spaniel,Unspecified,0,0,,258,126,416,300
,02086646,n02086646_303,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,149,65,353,296
,02086646,n02086646_3052,,ImageNet database,,400,266,3,,,Blenheim_spaniel,Unspecified,0,0,,93,52,351,239
,02086646,n02086646_3053,,ImageNet database,,300,225,3,,,Blenheim_spaniel,Unspecified,0,0,,37,43,236,177
,02086646,n02086646_3059,,ImageNet database,,500,400,3,,,Blenheim_spaniel,Unspecified,0,0,,27,1,457,399
,02086646,n02086646_309,,ImageNet database,,400,300,3,,,Blenheim_spaniel,Unspecified,0,0,,150,37,303,259
,02086646,n02086646_3149,,ImageNet database,,804,1066,3,,,Blenheim_spaniel,Unspecified,0,0,,74,37,769,1031
,02086646,n02086646_3161,,ImageNet database,,250,200,3,,,Blenheim_spaniel,Unspecified,0,0,,12,15,195,199
,02086646,n02086646_3172,,ImageNet database,,276,280,3,,,Blenheim_spaniel,Unspecified,0,0,,26,17,250,271
,02086646,n02086646_32,,ImageNet database,,200,150,3,,,Blenheim_spaniel,Unspecified,0,0,,48,10,156,119
,02086646,n02086646_3233,,ImageNet database,,357,500,3,,,Blenheim_spaniel,Unspecified,0,0,,73,58,290,433
,02086646,n02086646_3234,,ImageNet database,,778,584,3,,,Blenheim_spaniel,Unspecified,0,0,,116,83,475,581
,02086646,n02086646_3256,,ImageNet database,,333,500,3,,,Blenheim_spaniel,Unspecified,0,0,,1,5,315,498
,02086646,n02086646_326,,ImageNet database,,208,198,3,,,Blenheim_spaniel,Unspecified,0,0,,24,16,189,197
,02086646,n02086646_3315,,ImageNet database,,329,500,3,,,Blenheim_spaniel,Unspecified,0,0,,31,292,245,467
,02086646,n02086646_3337,,ImageNet database,,450,267,3,,,Blenheim_spaniel,Unspecified,0,0,,153,46,444,261
,02086646,n02086646_337,,ImageNet database,,320,255,3,,,Blenheim_spaniel,Unspecified,0,0,,18,16,299,239
,02086646,n02086646_3429,,ImageNet database,,500,416,3,,,Blenheim_spaniel,Unspecified,0,0,,208,0,476,414
,02086646,n02086646_3429,,ImageNet database,,500,416,3,,,Blenheim_spaniel,Unspecified,0,0,,75,63,261,346
,02086646,n02086646_3465,,ImageNet database,,375,500,3,,,Blenheim_spaniel,Unspecified,0,0,,40,208,373,498
,02086646,n02086646_3466,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,0,101,225,311
,02086646,n02086646_3466,,ImageNet database,,500,375,3,,,Blenheim_spaniel,Unspecified,0,0,,239,0,469,329
,02086646,n02086646_3471,,ImageNet database,,520,429,3,,,Blenheim_spaniel,Unspecified,0,0,,204,199,454,391
,02086646,n02086646_3484,,ImageNet database,,200,144,3,,,Blenheim_spaniel,Unspecified,0,0,,1,15,180,133
,02086646,n02086646_3522,,ImageNet database,,640,487,3,,,Blenheim_spaniel,Unspecified,0,0,,0,1,637,476
,02086646,n02086646_3524,,ImageNet database,,250,222,3,,,Blenheim_spaniel,Unspecified,0,0,,32,9,213,215
,02086646,n02086646_3536,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,109,158,316,282
,02086646,n02086646_3536,,ImageNet database,,500,333,3,,,Blenheim_spaniel,Unspecified,0,0,,135,205,312,332
,02086646,n02086646_356,,ImageNet database,,372,415,3,,,Blenheim_spaniel,Unspecified,0,0,,3,13,365,413
,02086646,n02086646_3565,,ImageNet database,,418,307,3,,,Blenheim_spaniel,Unspecified,0,0,,19,81,282,288
,02086646,n02086646_3629,,ImageNet database,,353,279,3,,,Blenheim_spaniel,Unspecified,0,0,,23,19,326,235
,02086646,n02086646_3670,,ImageNet database,,1584,1660,3,,,Blenheim_spaniel,Unspecified,0,0,,50,58,1579,1655
,02086646,n02086646_3680,,ImageNet database,,500,338,3,,,Blenheim_spaniel,Unspecified,0,0,,161,29,384,282
,02086646,n02086646_3688,,ImageNet database,,200,194,3,,,Blenheim_spaniel,Unspecified,0,0,,4,5,198,193
,02086646,n02086646_371,,ImageNet database,,404,300,3,,,Blenheim_spaniel,Unspecified,0,0,,61,44,345,275
,02086646,n02086646_3721,,ImageNet database,,500,396,3,,,Blenheim_spaniel,Unspecified,0,0,,200,69,496,390
,02086646,n02086646_3721,,ImageNet database,,500,396,3,,,Blenheim_spaniel,Unspecified,0,0,,1,71,240,371
,02086646,n02086646_3738,,ImageNet database,,220,220,3,,,Blenheim_spaniel,Unspecified,0,0,,29,48,180,207
,02086646,n02086646_3739,,ImageNet database,,400,300,3,,,Blenheim_spaniel,Unspecified,0,0,,1,1,399,299
,02086646,n02086646_3741,,ImageNet database,,600,531,3,,,Blenheim_spaniel,Unspecified,0,0,,164,9,502,384
,02086646,n02086646_3766,,ImageNet database,,400,487,3,,,Blenheim_spaniel,Unspecified,0,0,,10,42,398,484
,02086646,n02086646_380,,ImageNet database,,400,300,3,,,Blenheim_spaniel,Unspecified,0,0,,0,22,326,287
,02086646,n02086646_3806,,ImageNet database,,338,450,3,,,Blenheim_spaniel,Unspecified,0,0,,65,58,295,333
