path,dclass,category
DogsImages\Dandie_Dinmont\sample_8592.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8593.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8594.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8595.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8596.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8597.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8598.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8599.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8600.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8601.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8602.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8603.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8604.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8605.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8606.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8607.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8608.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8609.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8610.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8611.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8612.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8613.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8614.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8615.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8616.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8617.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8618.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8619.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8620.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8621.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8622.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8623.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8624.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8625.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8626.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8627.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8628.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8629.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8630.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8631.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8632.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8633.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8634.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8635.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8636.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8637.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8638.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8639.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8640.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8641.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8642.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8643.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8644.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8645.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8646.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8647.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8648.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8649.jpg,Dandie_Dinmont,18
DogsImages\Dandie_Dinmont\sample_8650.jpg,Dandie_Dinmont,18
DogsImages\dhole\sample_21735.jpg,dhole,91
DogsImages\dhole\sample_21736.jpg,dhole,91
DogsImages\dhole\sample_21737.jpg,dhole,91
DogsImages\dhole\sample_21738.jpg,dhole,91
DogsImages\dhole\sample_21739.jpg,dhole,91
DogsImages\dhole\sample_21740.jpg,dhole,91
DogsImages\dhole\sample_21741.jpg,dhole,91
DogsImages\dhole\sample_21742.jpg,dhole,91
DogsImages\dhole\sample_21743.jpg,dhole,91
DogsImages\dhole\sample_21744.jpg,dhole,91
DogsImages\dhole\sample_21745.jpg,dhole,91
DogsImages\dhole\sample_21746.jpg,dhole,91
DogsImages\dhole\sample_21747.jpg,dhole,91
DogsImages\dhole\sample_21748.jpg,dhole,91
DogsImages\dhole\sample_21749.jpg,dhole,91
DogsImages\dhole\sample_21750.jpg,dhole,91
DogsImages\dhole\sample_21751.jpg,dhole,91
DogsImages\dhole\sample_21752.jpg,dhole,91
DogsImages\dhole\sample_21753.jpg,dhole,91
DogsImages\dhole\sample_21754.jpg,dhole,91
DogsImages\dhole\sample_21755.jpg,dhole,91
DogsImages\dhole\sample_21756.jpg,dhole,91
DogsImages\dhole\sample_21757.jpg,dhole,91
DogsImages\dhole\sample_21758.jpg,dhole,91
DogsImages\dhole\sample_21759.jpg,dhole,91
DogsImages\dhole\sample_21760.jpg,dhole,91
DogsImages\dhole\sample_21761.jpg,dhole,91
DogsImages\dhole\sample_21762.jpg,dhole,91
DogsImages\dhole\sample_21763.jpg,dhole,91
DogsImages\dhole\sample_21764.jpg,dhole,91
DogsImages\dhole\sample_21765.jpg,dhole,91
DogsImages\dhole\sample_21766.jpg,dhole,91
DogsImages\dhole\sample_21767.jpg,dhole,91
DogsImages\dhole\sample_21768.jpg,dhole,91
DogsImages\dhole\sample_21769.jpg,dhole,91
DogsImages\dhole\sample_21770.jpg,dhole,91
DogsImages\dhole\sample_21771.jpg,dhole,91
DogsImages\dhole\sample_21772.jpg,dhole,91
DogsImages\dhole\sample_21773.jpg,dhole,91
DogsImages\dhole\sample_21774.jpg,dhole,91
DogsImages\dhole\sample_21775.jpg,dhole,91
DogsImages\dhole\sample_21776.jpg,dhole,91
DogsImages\dhole\sample_21777.jpg,dhole,91
DogsImages\dhole\sample_21778.jpg,dhole,91
DogsImages\dhole\sample_21779.jpg,dhole,91
DogsImages\dhole\sample_21780.jpg,dhole,91
DogsImages\dhole\sample_21781.jpg,dhole,91
DogsImages\dhole\sample_21782.jpg,dhole,91
DogsImages\dhole\sample_21783.jpg,dhole,91
DogsImages\dhole\sample_21784.jpg,dhole,91
DogsImages\dhole\sample_21785.jpg,dhole,91
DogsImages\dhole\sample_21786.jpg,dhole,91
DogsImages\dhole\sample_21787.jpg,dhole,91
DogsImages\dhole\sample_21788.jpg,dhole,91
DogsImages\dhole\sample_21789.jpg,dhole,91
DogsImages\dhole\sample_21790.jpg,dhole,91
DogsImages\dhole\sample_21791.jpg,dhole,91
DogsImages\dhole\sample_21792.jpg,dhole,91
DogsImages\dhole\sample_21793.jpg,dhole,91
DogsImages\dhole\sample_21794.jpg,dhole,91
DogsImages\dhole\sample_21795.jpg,dhole,91
DogsImages\dhole\sample_21796.jpg,dhole,91
DogsImages\dhole\sample_21797.jpg,dhole,91
DogsImages\dhole\sample_21798.jpg,dhole,91
DogsImages\dhole\sample_21799.jpg,dhole,91
DogsImages\dhole\sample_21800.jpg,dhole,91
DogsImages\dhole\sample_21801.jpg,dhole,91
DogsImages\dhole\sample_21802.jpg,dhole,91
DogsImages\dhole\sample_21803.jpg,dhole,91
DogsImages\dhole\sample_21804.jpg,dhole,91
DogsImages\dhole\sample_21805.jpg,dhole,91
DogsImages\dhole\sample_21806.jpg,dhole,91
DogsImages\dhole\sample_21807.jpg,dhole,91
DogsImages\dhole\sample_21808.jpg,dhole,91
DogsImages\dhole\sample_21809.jpg,dhole,91
DogsImages\dhole\sample_21810.jpg,dhole,91
DogsImages\dhole\sample_21811.jpg,dhole,91
DogsImages\dhole\sample_21812.jpg,dhole,91
DogsImages\dhole\sample_21813.jpg,dhole,91
DogsImages\dhole\sample_21814.jpg,dhole,91
DogsImages\dhole\sample_21815.jpg,dhole,91
DogsImages\dhole\sample_21816.jpg,dhole,91
DogsImages\dhole\sample_21817.jpg,dhole,91
DogsImages\dhole\sample_21818.jpg,dhole,91
DogsImages\dhole\sample_21819.jpg,dhole,91
DogsImages\dhole\sample_21820.jpg,dhole,91
DogsImages\dhole\sample_21821.jpg,dhole,91
DogsImages\dhole\sample_21822.jpg,dhole,91
DogsImages\dhole\sample_21823.jpg,dhole,91
DogsImages\dhole\sample_21824.jpg,dhole,91
DogsImages\dhole\sample_21825.jpg,dhole,91
DogsImages\dhole\sample_21826.jpg,dhole,91
DogsImages\dhole\sample_21827.jpg,dhole,91
DogsImages\dhole\sample_21828.jpg,dhole,91
DogsImages\dhole\sample_21829.jpg,dhole,91
DogsImages\dhole\sample_21830.jpg,dhole,91
DogsImages\dhole\sample_21831.jpg,dhole,91
DogsImages\dhole\sample_21832.jpg,dhole,91
DogsImages\dhole\sample_21833.jpg,dhole,91
DogsImages\dhole\sample_21834.jpg,dhole,91
DogsImages\dhole\sample_21835.jpg,dhole,91
DogsImages\dhole\sample_21836.jpg,dhole,91
DogsImages\dhole\sample_21837.jpg,dhole,91
DogsImages\dhole\sample_21838.jpg,dhole,91
DogsImages\dhole\sample_21839.jpg,dhole,91
DogsImages\dhole\sample_21840.jpg,dhole,91
DogsImages\dhole\sample_21841.jpg,dhole,91
DogsImages\dhole\sample_21842.jpg,dhole,91
DogsImages\dhole\sample_21843.jpg,dhole,91
DogsImages\dhole\sample_21844.jpg,dhole,91
DogsImages\dhole\sample_21845.jpg,dhole,91
DogsImages\dhole\sample_21846.jpg,dhole,91
DogsImages\dhole\sample_21847.jpg,dhole,91
DogsImages\dhole\sample_21848.jpg,dhole,91
DogsImages\dhole\sample_21849.jpg,dhole,91
DogsImages\dhole\sample_21850.jpg,dhole,91
DogsImages\dhole\sample_21851.jpg,dhole,91
DogsImages\dhole\sample_21852.jpg,dhole,91
DogsImages\dhole\sample_21853.jpg,dhole,91
DogsImages\dhole\sample_21854.jpg,dhole,91
DogsImages\dhole\sample_21855.jpg,dhole,91
DogsImages\dhole\sample_21856.jpg,dhole,91
DogsImages\dhole\sample_21857.jpg,dhole,91
DogsImages\dhole\sample_21858.jpg,dhole,91
DogsImages\dhole\sample_21859.jpg,dhole,91
DogsImages\dhole\sample_21860.jpg,dhole,91
DogsImages\dhole\sample_21861.jpg,dhole,91
DogsImages\dhole\sample_21862.jpg,dhole,91
DogsImages\dhole\sample_21863.jpg,dhole,91
DogsImages\dhole\sample_21864.jpg,dhole,91
DogsImages\dhole\sample_21865.jpg,dhole,91
DogsImages\dhole\sample_21866.jpg,dhole,91
DogsImages\dhole\sample_21867.jpg,dhole,91
DogsImages\dhole\sample_21868.jpg,dhole,91
DogsImages\dhole\sample_21869.jpg,dhole,91
DogsImages\dhole\sample_21870.jpg,dhole,91
DogsImages\dhole\sample_21871.jpg,dhole,91
DogsImages\dhole\sample_21872.jpg,dhole,91
DogsImages\dhole\sample_21873.jpg,dhole,91
DogsImages\dhole\sample_21874.jpg,dhole,91
DogsImages\dhole\sample_21875.jpg,dhole,91
DogsImages\dhole\sample_21876.jpg,dhole,91
DogsImages\dhole\sample_21877.jpg,dhole,91
DogsImages\dhole\sample_21878.jpg,dhole,91
DogsImages\dhole\sample_21879.jpg,dhole,91
DogsImages\dhole\sample_21880.jpg,dhole,91
DogsImages\dhole\sample_21881.jpg,dhole,91
DogsImages\dhole\sample_21882.jpg,dhole,91
DogsImages\dhole\sample_21883.jpg,dhole,91
DogsImages\dhole\sample_21884.jpg,dhole,91
DogsImages\dhole\sample_21885.jpg,dhole,91
DogsImages\dhole\sample_21886.jpg,dhole,91
DogsImages\dhole\sample_21887.jpg,dhole,91
DogsImages\dhole\sample_21888.jpg,dhole,91
DogsImages\dhole\sample_21889.jpg,dhole,91
DogsImages\dhole\sample_21890.jpg,dhole,91
DogsImages\dhole\sample_21891.jpg,dhole,91
DogsImages\dhole\sample_21892.jpg,dhole,91
DogsImages\dhole\sample_21893.jpg,dhole,91
DogsImages\dhole\sample_21894.jpg,dhole,91
DogsImages\dhole\sample_21895.jpg,dhole,91
DogsImages\dhole\sample_21896.jpg,dhole,91
DogsImages\dhole\sample_21897.jpg,dhole,91
DogsImages\dhole\sample_21898.jpg,dhole,91
DogsImages\dhole\sample_21899.jpg,dhole,91
DogsImages\dhole\sample_21900.jpg,dhole,91
DogsImages\dhole\sample_21901.jpg,dhole,91
DogsImages\dhole\sample_21902.jpg,dhole,91
DogsImages\dhole\sample_21903.jpg,dhole,91
DogsImages\dhole\sample_21904.jpg,dhole,91
DogsImages\dhole\sample_21905.jpg,dhole,91
DogsImages\dhole\sample_21906.jpg,dhole,91
DogsImages\dhole\sample_21907.jpg,dhole,91
DogsImages\dhole\sample_21908.jpg,dhole,91
DogsImages\dhole\sample_21909.jpg,dhole,91
DogsImages\dhole\sample_21910.jpg,dhole,91
DogsImages\dhole\sample_21911.jpg,dhole,91
DogsImages\dhole\sample_21912.jpg,dhole,91
DogsImages\dhole\sample_21913.jpg,dhole,91
DogsImages\dingo\sample_21565.jpg,dingo,92
DogsImages\dingo\sample_21566.jpg,dingo,92
DogsImages\dingo\sample_21567.jpg,dingo,92
DogsImages\dingo\sample_21568.jpg,dingo,92
DogsImages\dingo\sample_21569.jpg,dingo,92
DogsImages\dingo\sample_21570.jpg,dingo,92
DogsImages\dingo\sample_21571.jpg,dingo,92
DogsImages\dingo\sample_21572.jpg,dingo,92
DogsImages\dingo\sample_21573.jpg,dingo,92
DogsImages\dingo\sample_21574.jpg,dingo,92
DogsImages\dingo\sample_21575.jpg,dingo,92
DogsImages\dingo\sample_21576.jpg,dingo,92
DogsImages\dingo\sample_21577.jpg,dingo,92
DogsImages\dingo\sample_21578.jpg,dingo,92
DogsImages\dingo\sample_21579.jpg,dingo,92
DogsImages\dingo\sample_21580.jpg,dingo,92
DogsImages\dingo\sample_21581.jpg,dingo,92
DogsImages\dingo\sample_21582.jpg,dingo,92
DogsImages\dingo\sample_21583.jpg,dingo,92
DogsImages\dingo\sample_21584.jpg,dingo,92
DogsImages\dingo\sample_21585.jpg,dingo,92
DogsImages\dingo\sample_21586.jpg,dingo,92
DogsImages\dingo\sample_21587.jpg,dingo,92
DogsImages\dingo\sample_21588.jpg,dingo,92
DogsImages\dingo\sample_21589.jpg,dingo,92
DogsImages\dingo\sample_21590.jpg,dingo,92
DogsImages\dingo\sample_21591.jpg,dingo,92
DogsImages\dingo\sample_21592.jpg,dingo,92
DogsImages\dingo\sample_21593.jpg,dingo,92
DogsImages\dingo\sample_21594.jpg,dingo,92
DogsImages\dingo\sample_21595.jpg,dingo,92
DogsImages\dingo\sample_21596.jpg,dingo,92
DogsImages\dingo\sample_21597.jpg,dingo,92
DogsImages\dingo\sample_21598.jpg,dingo,92
DogsImages\dingo\sample_21599.jpg,dingo,92
DogsImages\dingo\sample_21600.jpg,dingo,92
DogsImages\dingo\sample_21601.jpg,dingo,92
DogsImages\dingo\sample_21602.jpg,dingo,92
DogsImages\dingo\sample_21603.jpg,dingo,92
DogsImages\dingo\sample_21604.jpg,dingo,92
DogsImages\dingo\sample_21605.jpg,dingo,92
DogsImages\dingo\sample_21606.jpg,dingo,92
DogsImages\dingo\sample_21607.jpg,dingo,92
DogsImages\dingo\sample_21608.jpg,dingo,92
DogsImages\dingo\sample_21609.jpg,dingo,92
DogsImages\dingo\sample_21610.jpg,dingo,92
DogsImages\dingo\sample_21611.jpg,dingo,92
DogsImages\dingo\sample_21612.jpg,dingo,92
DogsImages\dingo\sample_21613.jpg,dingo,92
DogsImages\dingo\sample_21614.jpg,dingo,92
DogsImages\dingo\sample_21615.jpg,dingo,92
DogsImages\dingo\sample_21616.jpg,dingo,92
DogsImages\dingo\sample_21617.jpg,dingo,92
DogsImages\dingo\sample_21618.jpg,dingo,92
DogsImages\dingo\sample_21619.jpg,dingo,92
DogsImages\dingo\sample_21620.jpg,dingo,92
DogsImages\dingo\sample_21621.jpg,dingo,92
DogsImages\dingo\sample_21622.jpg,dingo,92
DogsImages\dingo\sample_21623.jpg,dingo,92
DogsImages\dingo\sample_21624.jpg,dingo,92
DogsImages\dingo\sample_21625.jpg,dingo,92
DogsImages\dingo\sample_21626.jpg,dingo,92
DogsImages\dingo\sample_21627.jpg,dingo,92
DogsImages\dingo\sample_21628.jpg,dingo,92
DogsImages\dingo\sample_21629.jpg,dingo,92
DogsImages\dingo\sample_21630.jpg,dingo,92
DogsImages\dingo\sample_21631.jpg,dingo,92
DogsImages\dingo\sample_21632.jpg,dingo,92
DogsImages\dingo\sample_21633.jpg,dingo,92
DogsImages\dingo\sample_21634.jpg,dingo,92
DogsImages\dingo\sample_21635.jpg,dingo,92
DogsImages\dingo\sample_21636.jpg,dingo,92
DogsImages\dingo\sample_21637.jpg,dingo,92
DogsImages\dingo\sample_21638.jpg,dingo,92
DogsImages\dingo\sample_21639.jpg,dingo,92
DogsImages\dingo\sample_21640.jpg,dingo,92
DogsImages\dingo\sample_21641.jpg,dingo,92
DogsImages\dingo\sample_21642.jpg,dingo,92
DogsImages\dingo\sample_21643.jpg,dingo,92
DogsImages\dingo\sample_21644.jpg,dingo,92
DogsImages\dingo\sample_21645.jpg,dingo,92
DogsImages\dingo\sample_21646.jpg,dingo,92
DogsImages\dingo\sample_21647.jpg,dingo,92
DogsImages\dingo\sample_21648.jpg,dingo,92
DogsImages\dingo\sample_21649.jpg,dingo,92
DogsImages\dingo\sample_21650.jpg,dingo,92
DogsImages\dingo\sample_21651.jpg,dingo,92
DogsImages\dingo\sample_21652.jpg,dingo,92
DogsImages\dingo\sample_21653.jpg,dingo,92
DogsImages\dingo\sample_21654.jpg,dingo,92
DogsImages\dingo\sample_21655.jpg,dingo,92
DogsImages\dingo\sample_21656.jpg,dingo,92
DogsImages\dingo\sample_21657.jpg,dingo,92
DogsImages\dingo\sample_21658.jpg,dingo,92
DogsImages\dingo\sample_21659.jpg,dingo,92
DogsImages\dingo\sample_21660.jpg,dingo,92
DogsImages\dingo\sample_21661.jpg,dingo,92
DogsImages\dingo\sample_21662.jpg,dingo,92
DogsImages\dingo\sample_21663.jpg,dingo,92
DogsImages\dingo\sample_21664.jpg,dingo,92
DogsImages\dingo\sample_21665.jpg,dingo,92
DogsImages\dingo\sample_21666.jpg,dingo,92
DogsImages\dingo\sample_21667.jpg,dingo,92
DogsImages\dingo\sample_21668.jpg,dingo,92
DogsImages\dingo\sample_21669.jpg,dingo,92
DogsImages\dingo\sample_21670.jpg,dingo,92
DogsImages\dingo\sample_21671.jpg,dingo,92
DogsImages\dingo\sample_21672.jpg,dingo,92
DogsImages\dingo\sample_21673.jpg,dingo,92
DogsImages\dingo\sample_21674.jpg,dingo,92
DogsImages\dingo\sample_21675.jpg,dingo,92
DogsImages\dingo\sample_21676.jpg,dingo,92
DogsImages\dingo\sample_21677.jpg,dingo,92
DogsImages\dingo\sample_21678.jpg,dingo,92
DogsImages\dingo\sample_21679.jpg,dingo,92
DogsImages\dingo\sample_21680.jpg,dingo,92
DogsImages\dingo\sample_21681.jpg,dingo,92
DogsImages\dingo\sample_21682.jpg,dingo,92
DogsImages\dingo\sample_21683.jpg,dingo,92
DogsImages\dingo\sample_21684.jpg,dingo,92
DogsImages\dingo\sample_21685.jpg,dingo,92
DogsImages\dingo\sample_21686.jpg,dingo,92
DogsImages\dingo\sample_21687.jpg,dingo,92
DogsImages\dingo\sample_21688.jpg,dingo,92
DogsImages\dingo\sample_21689.jpg,dingo,92
DogsImages\dingo\sample_21690.jpg,dingo,92
DogsImages\dingo\sample_21691.jpg,dingo,92
DogsImages\dingo\sample_21692.jpg,dingo,92
DogsImages\dingo\sample_21693.jpg,dingo,92
DogsImages\dingo\sample_21694.jpg,dingo,92
DogsImages\dingo\sample_21695.jpg,dingo,92
DogsImages\dingo\sample_21696.jpg,dingo,92
DogsImages\dingo\sample_21697.jpg,dingo,92
DogsImages\dingo\sample_21698.jpg,dingo,92
DogsImages\dingo\sample_21699.jpg,dingo,92
DogsImages\dingo\sample_21700.jpg,dingo,92
DogsImages\dingo\sample_21701.jpg,dingo,92
DogsImages\dingo\sample_21702.jpg,dingo,92
DogsImages\dingo\sample_21703.jpg,dingo,92
DogsImages\dingo\sample_21704.jpg,dingo,92
DogsImages\dingo\sample_21705.jpg,dingo,92
DogsImages\dingo\sample_21706.jpg,dingo,92
DogsImages\dingo\sample_21707.jpg,dingo,92
DogsImages\dingo\sample_21708.jpg,dingo,92
DogsImages\dingo\sample_21709.jpg,dingo,92
DogsImages\dingo\sample_21710.jpg,dingo,92
DogsImages\dingo\sample_21711.jpg,dingo,92
DogsImages\dingo\sample_21712.jpg,dingo,92
DogsImages\dingo\sample_21713.jpg,dingo,92
DogsImages\dingo\sample_21714.jpg,dingo,92
DogsImages\dingo\sample_21715.jpg,dingo,92
DogsImages\dingo\sample_21716.jpg,dingo,92
DogsImages\dingo\sample_21717.jpg,dingo,92
DogsImages\dingo\sample_21718.jpg,dingo,92
DogsImages\dingo\sample_21719.jpg,dingo,92
DogsImages\dingo\sample_21720.jpg,dingo,92
DogsImages\dingo\sample_21721.jpg,dingo,92
DogsImages\dingo\sample_21722.jpg,dingo,92
DogsImages\dingo\sample_21723.jpg,dingo,92
DogsImages\dingo\sample_21724.jpg,dingo,92
DogsImages\dingo\sample_21725.jpg,dingo,92
DogsImages\dingo\sample_21726.jpg,dingo,92
DogsImages\dingo\sample_21727.jpg,dingo,92
DogsImages\dingo\sample_21728.jpg,dingo,92
DogsImages\dingo\sample_21729.jpg,dingo,92
DogsImages\dingo\sample_21730.jpg,dingo,92
DogsImages\dingo\sample_21731.jpg,dingo,92
DogsImages\dingo\sample_21732.jpg,dingo,92
DogsImages\dingo\sample_21733.jpg,dingo,92
DogsImages\dingo\sample_21734.jpg,dingo,92
DogsImages\Doberman\sample_15506.jpg,Doberman,19
DogsImages\Doberman\sample_15507.jpg,Doberman,19
DogsImages\Doberman\sample_15508.jpg,Doberman,19
DogsImages\Doberman\sample_15509.jpg,Doberman,19
DogsImages\Doberman\sample_15510.jpg,Doberman,19
DogsImages\Doberman\sample_15511.jpg,Doberman,19
DogsImages\Doberman\sample_15512.jpg,Doberman,19
DogsImages\Doberman\sample_15513.jpg,Doberman,19
DogsImages\Doberman\sample_15514.jpg,Doberman,19
DogsImages\Doberman\sample_15515.jpg,Doberman,19
DogsImages\Doberman\sample_15516.jpg,Doberman,19
DogsImages\Doberman\sample_15517.jpg,Doberman,19
DogsImages\Doberman\sample_15518.jpg,Doberman,19
DogsImages\Doberman\sample_15519.jpg,Doberman,19
DogsImages\Doberman\sample_15520.jpg,Doberman,19
DogsImages\Doberman\sample_15521.jpg,Doberman,19
DogsImages\Doberman\sample_15522.jpg,Doberman,19
DogsImages\Doberman\sample_15523.jpg,Doberman,19
DogsImages\Doberman\sample_15524.jpg,Doberman,19
DogsImages\Doberman\sample_15525.jpg,Doberman,19
DogsImages\Doberman\sample_15526.jpg,Doberman,19
DogsImages\Doberman\sample_15527.jpg,Doberman,19
DogsImages\Doberman\sample_15528.jpg,Doberman,19
DogsImages\Doberman\sample_15529.jpg,Doberman,19
DogsImages\Doberman\sample_15530.jpg,Doberman,19
DogsImages\Doberman\sample_15531.jpg,Doberman,19
DogsImages\Doberman\sample_15532.jpg,Doberman,19
DogsImages\Doberman\sample_15533.jpg,Doberman,19
DogsImages\Doberman\sample_15534.jpg,Doberman,19
DogsImages\Doberman\sample_15535.jpg,Doberman,19
DogsImages\Doberman\sample_15536.jpg,Doberman,19
DogsImages\Doberman\sample_15537.jpg,Doberman,19
DogsImages\Doberman\sample_15538.jpg,Doberman,19
DogsImages\Doberman\sample_15539.jpg,Doberman,19
DogsImages\Doberman\sample_15540.jpg,Doberman,19
DogsImages\Doberman\sample_15541.jpg,Doberman,19
DogsImages\Doberman\sample_15542.jpg,Doberman,19
DogsImages\Doberman\sample_15543.jpg,Doberman,19
DogsImages\Doberman\sample_15544.jpg,Doberman,19
DogsImages\Doberman\sample_15545.jpg,Doberman,19
DogsImages\Doberman\sample_15546.jpg,Doberman,19
DogsImages\Doberman\sample_15547.jpg,Doberman,19
DogsImages\Doberman\sample_15548.jpg,Doberman,19
DogsImages\Doberman\sample_15549.jpg,Doberman,19
DogsImages\Doberman\sample_15550.jpg,Doberman,19
DogsImages\Doberman\sample_15551.jpg,Doberman,19
DogsImages\Doberman\sample_15552.jpg,Doberman,19
DogsImages\Doberman\sample_15553.jpg,Doberman,19
DogsImages\Doberman\sample_15554.jpg,Doberman,19
DogsImages\Doberman\sample_15555.jpg,Doberman,19
DogsImages\Doberman\sample_15556.jpg,Doberman,19
DogsImages\Doberman\sample_15557.jpg,Doberman,19
DogsImages\Doberman\sample_15558.jpg,Doberman,19
DogsImages\Doberman\sample_15559.jpg,Doberman,19
DogsImages\Doberman\sample_15560.jpg,Doberman,19
DogsImages\Doberman\sample_15561.jpg,Doberman,19
DogsImages\Doberman\sample_15562.jpg,Doberman,19
DogsImages\Doberman\sample_15563.jpg,Doberman,19
DogsImages\Doberman\sample_15564.jpg,Doberman,19
DogsImages\Doberman\sample_15565.jpg,Doberman,19
DogsImages\Doberman\sample_15566.jpg,Doberman,19
DogsImages\Doberman\sample_15567.jpg,Doberman,19
DogsImages\Doberman\sample_15568.jpg,Doberman,19
DogsImages\Doberman\sample_15569.jpg,Doberman,19
DogsImages\Doberman\sample_15570.jpg,Doberman,19
DogsImages\Doberman\sample_15571.jpg,Doberman,19
DogsImages\Doberman\sample_15572.jpg,Doberman,19
DogsImages\Doberman\sample_15573.jpg,Doberman,19
DogsImages\Doberman\sample_15574.jpg,Doberman,19
DogsImages\Doberman\sample_15575.jpg,Doberman,19
DogsImages\Doberman\sample_15576.jpg,Doberman,19
DogsImages\Doberman\sample_15577.jpg,Doberman,19
DogsImages\Doberman\sample_15578.jpg,Doberman,19
DogsImages\Doberman\sample_15579.jpg,Doberman,19
DogsImages\Doberman\sample_15580.jpg,Doberman,19
DogsImages\Doberman\sample_15581.jpg,Doberman,19
DogsImages\Doberman\sample_15582.jpg,Doberman,19
DogsImages\Doberman\sample_15583.jpg,Doberman,19
DogsImages\Doberman\sample_15584.jpg,Doberman,19
DogsImages\Doberman\sample_15585.jpg,Doberman,19
DogsImages\Doberman\sample_15586.jpg,Doberman,19
DogsImages\Doberman\sample_15587.jpg,Doberman,19
DogsImages\Doberman\sample_15588.jpg,Doberman,19
DogsImages\Doberman\sample_15589.jpg,Doberman,19
DogsImages\Doberman\sample_15590.jpg,Doberman,19
DogsImages\Doberman\sample_15591.jpg,Doberman,19
DogsImages\Doberman\sample_15592.jpg,Doberman,19
DogsImages\Doberman\sample_15593.jpg,Doberman,19
DogsImages\Doberman\sample_15594.jpg,Doberman,19
DogsImages\Doberman\sample_15595.jpg,Doberman,19
DogsImages\Doberman\sample_15596.jpg,Doberman,19
